"GeneID","P.adj.Val_combined","log2FC","Ensemble_score"
19,2.19389953247272e-25,0.338965889212062,3
20,2.53178149318603e-08,-0.250385555026135,3
25,9.70371493713799e-09,-0.250922666221527,3
27,1.06594357204695e-09,0.254933782812284,3
30,3.33400156503471e-07,-0.326712077054141,3
38,1.23495008860524e-07,-0.290346383729582,3
47,2.54330351965979e-14,-0.278635752397924,3
50,3.54127216817676e-05,-0.181423027513885,3
60,2.54182412322094e-25,-0.319344380894738,3
71,1.52400305049341e-45,-0.423552121628925,3
81,9.1443857171568e-06,-0.167188291961705,3
87,2.63191676354939e-10,0.216273741815545,3
102,4.39918951429713e-12,-0.298107457388091,3
109,4.15203616323991e-06,0.295443291289026,3
113,4.85361822147726e-21,0.416411807761096,3
114,3.17120661015333e-45,-0.612161215153506,3
120,1.02040369956646e-22,-0.402668315439049,3
128,9.90921717439122e-05,-0.160783744474298,3
132,2.75877954803913e-11,0.304382729243648,3
136,8.3205575373977e-18,0.435074525905888,3
147,1.51584209214638e-06,-0.497911834646741,3
160,0.00172714004855792,-0.147286102254889,3
178,2.5822054856244e-11,-0.388893355478823,3
190,5.74492837771848e-40,0.633301271455611,3
196,4.84636770639266e-26,-0.424107946721377,3
202,1.52801593405613e-06,-0.237516117619699,3
211,0.000292728273277215,0.185848727563224,3
214,3.04806334614019e-16,0.316180822438482,3
217,1.37369793683196e-07,0.238022208473703,3
220,0.000236615931161497,0.172413050483122,3
221,8.25720751529877e-12,-0.257915918805333,3
224,1.74671550546052e-10,-0.271380684032396,3
226,6.89583034739353e-09,-0.191243767941513,3
230,1.48315429934439e-07,-0.383180903134373,3
231,3.55418016626632e-15,-0.250674880935061,3
262,2.90596677873748e-09,0.272220044043739,3
287,1.52582615086991e-05,-0.19585227666703,3
301,2.22036670216285e-28,0.341834809851723,3
302,4.5620770137296e-05,-0.139593052159177,3
307,4.8057153654129e-05,-0.186228826974783,3
309,1.09705892314219e-09,-0.249310292809266,3
311,2.29330142243712e-11,-0.301992537699686,3
323,1.99476914192257e-05,0.22180631021191,3
330,5.33130661864388e-06,-0.749645972636715,3
331,1.39919359201364e-08,0.247613924436556,3
334,2.8021507798043e-06,-0.168498343792772,3
348,7.51068836491893e-43,1.93007844236236,3
350,1.49444289382395e-12,0.687832421921608,3
366,3.05822502806225e-121,-1.35754157427648,3
381,3.53969771253021e-07,-0.237248198278535,3
387,0.000958631309942748,-0.129000691987061,2
392,2.20826165667494e-16,-0.359451940296033,3
414,2.69552793234198e-08,0.249195968379396,3
444,3.90377726408984e-134,0.763893655172549,3
467,7.27847141874404e-20,0.400361058724449,3
468,0.00554167163996727,-0.112691236539659,2
477,7.02246177780252e-24,0.42589419238038,3
488,2.75118369521783e-06,0.172366022804186,3
489,1.43435294623761e-13,-0.32467633683366,3
490,1.51156811604004e-06,-0.188510150621365,3
493,1.94821579349385e-33,-0.482961052360523,3
498,0.000197077554377529,-0.142123205668228,3
506,1.28384035882398e-13,-0.255181205430818,3
509,6.67026791955329e-07,-0.226572931315465,3
515,2.58854861893132e-06,-0.198740781641313,3
518,1.80745027846616e-13,-0.320432457033547,3
526,0.00020846978886563,0.155191362327459,3
528,5.1462763488661e-09,0.217995611492224,3
535,4.2872129482838e-12,0.29789616169924,3
558,1.71743492499147e-13,0.286235539274847,3
567,3.73033705664273e-07,-0.170629855694588,3
594,6.02177627919028e-07,-0.366484137100189,3
598,0.000161816630294351,0.158557418182246,3
618,9.01862607798044e-07,-0.352197964456752,3
623,3.10306939870595e-52,-1.30987436892684,3
624,1.65834789026297e-41,-0.686318103346351,3
629,5.75892709741702e-06,-0.29162137270208,3
644,7.87007297275444e-06,-0.242060321132067,3
645,1.45399425503945e-05,0.178874582018375,3
649,4.02834293307496e-07,-0.341751510876217,3
650,1.53328600810599e-07,0.43240521236285,3
677,2.85410170697911e-18,-0.387461774569773,3
678,1.24784008059411e-06,-0.217907569125395,3
688,1.18656196094645e-13,0.375144461960121,3
706,0.000481052348451137,-0.186236209964996,3
715,8.23399699680461e-10,-0.264326972528147,3
716,4.54873932517898e-08,-0.262918822308905,3
719,6.24675473614562e-09,-0.360036273197661,3
726,7.20347407068453e-07,-0.345344168710458,3
728,4.50188982090931e-16,0.378324787161532,3
734,2.44122028217085e-26,0.398529373206331,3
770,1.4294305698941e-05,-0.562126775910803,3
771,3.59051621611403e-60,-0.739172277268871,3
800,8.98927849464808e-22,-0.32203300568316,3
811,5.76138612817916e-10,0.202083959072772,3
814,1.45015129767915e-05,-0.217481010408009,3
821,5.43581574077663e-15,0.244205524536372,3
823,3.54110101097121e-07,-0.201180574869939,3
824,0.00191208396979526,0.111260477147168,2
826,9.54063904220029e-05,-0.168131940476162,3
828,1.95113314501019e-40,-0.625797539756828,3
830,0.000658924241443022,-0.161908074752531,3
833,1.30853635810963e-05,0.170393347889899,3
834,4.75560887120671e-09,-0.507452179831268,3
847,3.03247703046117e-18,-0.491759377935021,3
857,6.42960920473804e-57,-0.587095549306523,3
867,1.31987832229994e-11,0.317028685633353,3
868,1.44205942417425e-05,-0.222912020862204,3
875,1.75792347120981e-05,0.218273785048834,3
900,8.62714107412242e-11,-0.27335018988881,3
928,2.06668236810274e-18,-0.349070010963187,3
933,3.66167431440918e-42,0.880636979227876,3
950,6.06066259670202e-18,-0.337648870100898,3
960,7.21495650944977e-37,-0.428509080295086,3
966,7.79084606820421e-05,-0.184133124277371,3
968,1.86998462235267e-19,0.31693993292832,3
972,1.54887241189371e-08,-0.226925713460887,3
977,0.000258315716830512,-0.149670356175563,3
989,1.39826922399074e-05,-0.197203456318743,3
994,2.63109559437558e-11,-0.387002570647861,3
1001,6.16517921165092e-23,-1.05411453358073,3
1002,6.81995182913568e-39,0.932756924257548,3
1012,2.41384727568895e-08,0.19683729320493,3
1047,2.02205773399787e-06,0.203548362365405,3
1072,2.80507964142033e-05,-0.15791401900405,3
1104,3.82307054785976e-05,0.194628174431917,3
1106,5.99594324294161e-30,0.434864668281476,3
1116,3.57176461372698e-48,-0.633756951334596,3
1117,5.82612698123988e-34,-1.34476071333839,3
1119,1.09293283919557e-05,0.251762214373695,3
1121,4.68645537988055e-08,0.24112401347704,3
1122,5.67810995888878e-08,-0.306286669306181,3
1173,2.964699605212e-08,-0.194229153969818,3
1176,2.17190569352043e-08,-0.2413504839021,3
1182,0.000126876940059267,0.149167116877741,3
1186,9.22551599752892e-07,0.190830868999964,3
1200,1.61028144853558e-07,0.188951730341582,3
1230,1.58682386985671e-22,-1.0571541393525,3
1244,3.53495196093831e-25,0.429634290309105,3
1261,4.43846745917864e-08,-0.586956708184868,3
1277,1.73644037345946e-24,-0.634566103892499,3
1278,2.29772863385645e-98,-1.34828647055148,3
1289,1.07985040663476e-08,-0.336612207285799,3
1292,1.69553296193108e-06,0.160827723348379,3
1293,1.26370926556114e-31,-0.424850427514069,3
1294,8.26908866597377e-97,0.887209192119737,3
1296,6.17463625953841e-15,1.98251457238464,3
1316,1.16051977151863e-05,-0.278070111178919,3
1317,1.55981238696079e-10,0.253010119249522,3
1349,2.09135443626182e-14,-0.317413105275708,3
1362,0.00133717212554106,-0.154897068228344,3
1366,1.37860463576441e-07,0.361746027732152,3
1390,5.99093758023869e-07,0.281334559126951,3
1435,4.70396605199947e-20,-0.340930661996092,3
1454,1.24478770775763e-08,0.257780362734297,3
1462,1.24593283774847e-67,-0.899807716169975,3
1489,7.64232192409471e-08,0.477555925581137,3
1490,0.00012172015567743,0.520887182599345,3
1491,1.16774681666161e-06,0.202037864857917,3
1496,1.45213067556659e-08,-0.510950074217215,3
1497,0.000121914495756043,0.179244690967775,3
1508,8.65080549941796e-11,-0.202214331287358,3
1513,5.52415696752259e-31,-0.374800612263837,3
1514,4.55729984148955e-17,0.310665980721106,3
1545,1.11324605979544e-17,-0.378439720223079,3
1595,2.50174910821673e-14,-0.293893491964125,3
1604,5.55298964513962e-05,0.167360620421559,3
1622,1.75934903945712e-28,-0.426733723773543,3
1627,4.8096164952932e-16,0.339612891085878,3
1633,2.21178312191961e-12,-0.46862366944345,3
1642,7.87588274730935e-09,-0.206414116186555,3
1645,8.40133725602633e-92,0.791237464966741,3
1646,7.56505662886018e-19,0.465131207252213,3
1647,2.40439363267762e-08,0.236236496908781,3
1654,0.00534251963040919,0.130031011369246,2
1662,8.9735696283975e-124,1.09544644842484,3
1687,4.57635837447164e-12,-0.263231905179429,3
1717,6.26468012073779e-22,-0.397340568956727,3
1718,2.5868573392339e-37,-0.479056341986722,3
1727,4.56159059961063e-07,-0.199111777248568,3
1728,3.38312730967452e-13,0.385895483066637,3
1777,1.94149518640707e-09,-0.249156634849811,3
1778,0.000104968299410057,0.150033250488293,3
1781,2.93951495143751e-08,-0.241580687024028,3
1803,7.96071121097789e-47,-0.636273105624459,3
1808,1.74224870837137e-07,-0.225881555949414,3
1809,5.08776876088136e-23,-0.410376145107686,3
1827,5.5622560950865e-28,-0.469456619890675,3
1831,1.89605356853737e-29,-0.594187821396849,3
1836,4.24984181396645e-18,-0.402083685263597,3
1839,1.56165813853292e-17,0.739160874850454,3
1842,5.94338080370019e-13,-0.622959998505728,3
1843,3.24446386542687e-06,0.24053542346443,3
1846,0.00107480972185961,0.137799228336996,3
1847,1.13250199585131e-23,0.457576244161331,3
1854,2.8915764844562e-06,-0.204016150747193,3
1889,6.61637261034377e-14,-0.278442261582459,3
1891,5.16129232110865e-12,-0.320117410427977,3
1893,6.15514362400918e-08,-0.26983111731761,3
1902,9.31657046188973e-16,-0.695111196402416,3
1910,1.43418940182876e-11,1.39499951064436,3
1917,2.34563563740865e-25,0.970721078476201,3
1969,2.7052590519336e-16,0.666427585761078,3
1974,6.01738646579804e-12,-0.260482148594519,3
1975,6.63654953170307e-05,-0.140675667552238,3
1983,4.93079789433466e-07,0.198113264897492,3
2001,2.07212288624144e-14,-1.69879211198206,3
2012,4.5072758250108e-06,0.168606069905312,3
2023,0.000259093742037201,-0.120687933903918,2
2036,1.32068210570835e-07,-0.218101984127958,3
2037,2.80314531684406e-08,0.257834691512301,3
2040,0.000296035217590578,-0.176018948914074,3
2043,3.06849000410146e-07,-0.74700981375367,3
2052,7.14973621614486e-20,0.389737601712689,3
2055,2.90193644064681e-11,0.322522951501316,3
2059,9.41617478432972e-17,0.338721572654432,3
2069,2.6283478652426e-78,0.645842045584814,3
2086,1.19889892830414e-35,0.509222463991319,3
2114,1.18041725795744e-28,0.439957534871986,3
2115,5.88343603152499e-07,-0.218850670929411,3
2118,5.46935272192622e-30,0.842135468601529,3
2119,2.14477630049113e-17,0.338242310480032,3
2121,0.00901377346070979,-0.143714376407942,2
2123,4.17164549419753e-20,-0.725469358574589,3
2131,3.67078994387653e-09,0.247154981732042,3
2138,2.08199515173168e-08,-1.03914412083132,3
2151,1.15701235396443e-49,1.23985855185515,3
2170,1.02871344816817e-14,-0.686358189446198,3
2180,1.04054175276403e-05,-0.183760927570004,3
2181,1.12202674749145e-05,-0.176196616456953,3
2182,3.12534907402959e-26,-0.438332108850082,3
2188,1.54978677922216e-06,-0.332413657686025,3
2191,2.18493121760843e-11,-0.518626363367004,3
2194,1.6587152924227e-16,-0.309126389620351,3
2200,2.69394348484863e-09,-0.36614395305031,3
2201,8.06811578775645e-25,0.586070967912899,3
2202,8.31836466021307e-49,-0.705296729821121,3
2222,4.26114678118942e-10,-0.236342104128958,3
2224,7.33459934380936e-40,-0.53973286122406,3
2247,0.000903076305427529,0.138992881509628,2
2260,1.65499082571507e-09,0.252408878589174,3
2274,2.49321996753385e-07,-0.239549021430929,3
2288,1.09560902204831e-10,0.267958622161362,3
2297,1.27401214406791e-05,-0.197360941091245,3
2300,1.29614578062046e-05,-0.272874680390975,3
2303,1.1635127260595e-08,-0.632132258142847,3
2317,8.64786463341931e-126,0.814271073074064,3
2318,1.97855954795623e-20,0.294907656434082,3
2335,2.75748877655298e-05,-0.175784492003906,3
2355,1.62513088050289e-15,-0.356026860211997,3
2357,9.43746839344364e-20,-0.410829011645559,3
2495,2.0899549269847e-19,0.297175363235222,3
2498,1.06637871574837e-05,0.332334564608949,3
2512,6.72252018288184e-21,0.344828309308658,3
2530,2.5755158167476e-31,-0.565397627644068,3
2531,9.52998928156922e-08,0.216954415676807,3
2539,2.6360729309144e-08,0.219542615877185,3
2582,1.28308272848172e-37,0.546711940809649,3
2597,0.00246279532241643,-0.0984535605343981,2
2615,2.10291756005369e-11,-1.30766751398183,3
2617,5.33343473338891e-06,0.149602496951119,3
2633,5.30503335063301e-16,-1.03014032215534,3
2634,2.03413111681147e-13,-0.750454225645609,3
2650,2.02899913684708e-13,-0.423865937270927,3
2665,2.55614133230835e-05,-0.170559736423713,3
2669,0.000400515351364365,0.190127495376602,3
2673,1.56256879493223e-20,0.306687841918003,3
2683,2.79983278080005e-05,-0.165159525407821,3
2697,2.96353994460927e-25,-0.751801295647155,3
2710,3.87259795613415e-13,0.406828521702456,3
2717,2.93690322147624e-44,0.694607064286649,3
2729,7.16556830081577e-37,0.499844773077436,3
2730,1.52388436592769e-61,0.692473628254316,3
2752,8.74773271858118e-15,-0.341509488694544,3
2760,4.16771015998608e-30,-0.479751767478149,3
2771,1.9860334035168e-14,-0.268541466394444,3
2791,0.000641541402621369,-0.176799524654397,3
2803,0.00670656873092841,0.13656309603316,2
2817,0.00325300712315264,0.141139147720841,2
2820,3.18774074882919e-05,-0.224458262540323,3
2821,0.00410057135207528,-0.139207276268271,2
2825,5.67327582273648e-18,0.373672590776126,3
2872,1.62300165335779e-39,-0.474546209257163,3
2876,1.68435442210855e-72,-0.71342656144372,3
2879,1.97168441038748e-30,-0.433699201024402,3
2887,2.76131567236308e-21,-0.308971370358047,3
2918,7.53714335925048e-11,1.02733014312317,3
2923,2.97093629417335e-06,0.156958048186302,3
2934,9.88457650260668e-27,-0.450275459287952,3
2936,7.82975486367476e-40,0.572277192053011,3
2941,1.49701649365994e-13,-0.771005971053415,3
2950,2.57393902433288e-06,0.228234624004861,3
2957,4.55952483439468e-06,0.229406836672346,3
2965,0.0012848242720537,0.15671829900414,3
2992,9.97941516371297e-09,-0.271660979192668,3
2997,1.67877127715042e-07,-0.365801525956232,3
2998,1.35103945385546e-18,1.57450223854064,3
3005,6.75517627598093e-33,0.458947042027145,3
3020,2.88687452904553e-07,-0.237055343194541,3
3068,4.67493198055252e-10,-0.239829075239015,3
3073,7.24323741754959e-05,0.169477637363361,3
3084,4.99821983095305e-14,0.301893722157867,3
3092,2.64278200268776e-08,0.247659029116246,3
3105,2.32471116549823e-07,-0.195059499124814,3
3106,0.00493176418461563,-0.117553680044145,2
3108,7.16516670135859e-09,-0.536063610048125,3
3109,2.13084650856892e-09,-1.11706561153592,3
3113,1.77135264848859e-11,-0.353274608168955,3
3119,5.9689134755933e-20,-0.651733606150546,3
3122,6.46659829047781e-39,-0.640824386806331,3
3123,1.02875689372994e-20,-0.405093468613809,3
3127,3.10357698317745e-06,-0.205104803708427,3
3134,1.26536581653304e-13,-0.445693924811983,3
3146,3.53057433720171e-15,-0.335894982141595,3
3149,3.74458808662526e-10,-0.45441350975707,3
3156,2.89155395798426e-20,-0.395926467618994,3
3157,5.35879852711141e-54,-0.733009005268456,3
3159,1.11707200122491e-69,0.613084904123881,3
3162,1.49853372971754e-82,1.0370660895002,3
3176,5.30804203983362e-07,-0.423584648139796,3
3178,8.57268761828531e-05,-0.147741001277728,3
3181,0.000848461063700375,-0.135308267671663,2
3212,1.24891346323454e-09,-0.347274187780608,3
3241,6.39454753714901e-11,0.292549633051757,3
3303,6.09364423215122e-80,0.785399724462078,3
3304,1.58169796614712e-87,0.764937551549384,3
3309,5.91869970489042e-35,0.364328760974358,3
3310,1.44736419109574e-67,1.37035058868571,3
3311,1.53457137284671e-32,1.32013700200701,3
3312,3.99935234647112e-16,-0.257105146528536,3
3315,5.89187111152074e-30,-0.433087570835271,3
3337,2.29238012033598e-11,0.241573247419712,3
3340,4.10946740520276e-09,-0.247530759474091,3
3371,1.32273965088667e-10,0.220483737821095,3
3383,6.73858775121488e-14,0.381707866979884,3
3397,3.51129340724788e-51,-1.18058247221607,3
3398,2.02164583564583e-36,-0.853688600156841,3
3399,9.49436165019665e-94,-1.24366771334604,3
3417,0.00346485143006387,0.104666214853775,2
3418,1.17258142599621e-14,-0.688692302860255,3
3419,3.0746119660144e-06,0.212947877085037,3
3421,3.16315288542371e-11,-0.316134408111996,3
3422,1.94243816849378e-25,-0.432869150720605,3
3423,0.00364820578142824,-0.127119822400288,2
3433,4.4406390597284e-08,-0.598777586784052,3
3434,2.63661105508414e-15,-0.994802856285667,3
3437,3.24115382684167e-11,-0.440658438195007,3
3454,2.59532389937375e-08,-0.238894944697536,3
3482,2.59943541710111e-41,0.46818698477086,3
3484,3.12594670484747e-17,-0.451025717882738,3
3486,5.34292225815222e-11,-0.253321486897182,3
3489,1.31244548759667e-24,-0.389963762225366,3
3490,1.31082074291485e-06,-0.258588228210688,3
3553,1.9902769809987e-24,0.50918385832484,3
3572,5.23344744212705e-06,0.175519230780912,3
3576,1.83007431981753e-32,0.447816810318602,3
3589,6.8637522164588e-45,1.10281114390539,3
3597,2.58993706848756e-06,-0.187802344355943,3
3598,1.91325613039097e-25,0.464097380151467,3
3604,4.1025799784551e-13,0.445596300335736,3
3611,1.32538281932993e-07,-0.230841622289354,3
3632,1.55471042277213e-06,0.391408213970479,3
3638,2.36078176581292e-38,-0.424474296336105,3
3663,6.74646874654006e-46,1.03811198711569,3
3667,2.26192724204639e-20,-0.435276488167709,3
3673,3.26098756199772e-55,-0.846047433455298,3
3675,3.84306501605679e-09,-0.189644890699757,3
3678,1.92475055009602e-12,-0.273292914491892,3
3687,3.46828213151502e-05,0.313683391562404,3
3688,1.25837702384543e-07,-0.185546289336858,3
3690,8.45671914280754e-13,0.276496825526581,3
3703,0.00346316760478659,0.134949064933388,2
3708,1.65368193561631e-31,0.452513260054793,3
3709,1.65755615707976e-05,0.221708758932753,3
3716,0.000568284897244812,-0.140441140333839,3
3726,3.01901197133004e-10,-0.304582475938458,3
3727,3.15666977105189e-06,-0.177548197188687,3
3732,1.49748288336331e-16,-0.330432819214358,3
3759,1.54119630150059e-08,-0.363102068305507,3
3790,1.96103821806586e-10,-0.412901087001605,3
3801,1.24457370132652e-19,0.401790478867067,3
3842,1.1364145349965e-22,0.358460980816831,3
3884,1.67956158612303e-08,0.826745063743515,3
3912,6.66557140722734e-63,0.640111826588645,3
3914,5.10199947648973e-09,-0.278636395406687,3
3915,6.43509822584157e-08,-0.223851718656358,3
3936,6.66585248247117e-10,0.404855063202015,3
3939,4.00796356935989e-33,-0.483011508285302,3
3955,1.03556932320847e-12,-1.24402489958144,3
3958,4.94865824451883e-45,-0.509581663549193,3
3964,5.68145536584848e-09,0.254404305630089,3
3976,1.1281326666542e-08,-0.299623352848293,3
3981,9.12435246432309e-09,0.251739695774275,3
3984,1.20693089919001e-05,0.167475985331898,3
3987,7.01972776980647e-15,0.314338139984335,3
3988,9.3628282941744e-24,-0.431744967034075,3
3991,1.34579873778629e-08,-0.492988210922395,3
3992,5.05839506079875e-11,-0.246868147007929,3
3998,2.83835004347493e-14,0.264047184755037,3
4015,3.98170454585638e-29,0.476547410020021,3
4016,3.21610939011667e-09,-0.345067435381654,3
4017,6.47950131427907e-31,-0.50957494639161,3
4047,6.34299006439045e-19,-0.325960501027935,3
4052,9.76014681105788e-19,-0.392139681330671,3
4054,1.78659876394432e-14,-0.293487244747651,3
4055,1.09743458660737e-13,0.435879007505453,3
4060,8.17366257658568e-23,-1.24522481091367,3
4061,3.37420279429261e-06,-0.257501506459775,3
4074,3.24112052329873e-06,0.17797196567538,3
4082,0.00388021369996764,0.135712678064073,2
4084,9.33368643353435e-10,0.351409558580001,3
4088,3.30132892305751e-08,0.257448418736632,3
4090,3.4167357540429e-07,0.224267249967594,3
4097,4.49683325766865e-17,0.326978871334729,3
4121,4.24951909937795e-20,-0.408341526566135,3
4128,2.86517628248334e-10,-0.411249302525698,3
4131,1.17209836749151e-16,0.298646313134803,3
4134,0.00418496833270961,0.104156395887917,2
4141,6.8417446555374e-07,0.186988573835065,3
4144,0.000294048223915306,-0.164294978247164,3
4147,6.20524789181675e-10,-0.416911036965352,3
4150,1.79163448208802e-12,-0.301081947211237,3
4152,3.87758033254431e-06,0.200266212442854,3
4162,1.28784209149039e-07,-0.243336111463596,3
4163,8.631996275287e-17,-0.420367156190133,3
4173,1.34159466989089e-07,-0.372047488532257,3
4179,2.71908183289806e-06,-0.197802089774876,3
4190,8.30770812265147e-08,-0.250677584401769,3
4192,4.52821769600432e-18,0.705574545324255,3
4193,1.95557416774626e-05,-0.189177761197033,3
4233,7.29069647185462e-08,-0.226061027433466,3
4239,2.26482572954665e-41,-0.584898490838235,3
4247,6.22798429688586e-09,-0.305165703737937,3
4249,5.49534707843745e-24,0.417513593004081,3
4254,3.4480018200769e-07,0.234146851808282,3
4259,7.00714163657123e-22,-0.415282292247643,3
4261,1.85531390841124e-10,-0.453218742257578,3
4301,3.93150856604334e-06,0.207443569564605,3
4311,0.000330222749377475,-0.186482492551074,3
4312,6.12018666299577e-08,0.752352846659337,3
4313,2.75566009799168e-12,-0.223047490341462,3
4323,1.37913322530227e-09,-0.216788667004414,3
4324,5.37657823482163e-09,-0.726347924924243,3
4327,2.49371780749182e-12,0.465865639247175,3
4357,6.27363733198456e-06,0.270746424426482,3
4359,5.83171300138891e-12,0.528460737482764,3
4363,1.72050073153619e-16,0.354005214620202,3
4493,5.43782615685972e-19,-0.365371021309387,3
4500,3.13868678976216e-06,-0.620852770534395,3
4502,2.54939587981922e-12,-0.244335541376672,3
4508,8.21205348431956e-10,-0.423779081296109,3
4509,3.35071342358931e-10,-0.469231359808391,3
4514,8.84233721933251e-11,-0.493802367483876,3
4520,1.04404992259211e-09,0.279090016470763,3
4538,7.07753809350972e-08,-0.420391732311192,3
4539,1.64320323033518e-10,-0.433048456784526,3
4552,2.02287315021879e-09,0.281866148311324,3
4563,2.10250565814852e-05,-0.682677375581341,3
4597,1.09782051074653e-34,-0.530545881904499,3
4598,2.26816853955505e-09,-0.373546945734974,3
4600,7.54793947778027e-07,-0.559878741668994,3
4609,4.75522403567011e-05,0.211089785826033,3
4627,4.69899882325308e-07,-0.175944971923431,3
4637,2.48905672121856e-41,-0.536307581403635,3
4638,1.44898136066871e-31,-0.486780968276207,3
4650,4.45741099383161e-05,0.173538462588888,3
4651,5.6638731431414e-16,0.373250993016677,3
4664,1.35539963907894e-09,-0.26986268832964,3
4668,4.09238807506597e-08,-0.338302629982039,3
4677,1.46580090038429e-05,0.156957328666524,3
4684,2.28884923328813e-18,0.392731527404608,3
4693,5.5328084402479e-13,-1.37222538577841,3
4722,5.50587425287799e-06,-0.274375569112462,3
4723,0.000304842431640495,-0.163309728249138,3
4728,3.85729874197788e-06,-0.22974919991582,3
4734,5.77221796348628e-06,0.205575602804397,3
4781,3.85607423946779e-12,-0.416132006377712,3
4793,1.15246746568059e-09,0.327303777917716,3
4803,8.00584337467639e-50,0.855141691571869,3
4828,5.11891547516936e-28,-1.03545775856087,3
4835,2.02059563098438e-20,0.48675139555943,3
4837,6.30526256179155e-13,-0.418825899491,3
4839,3.49710143166755e-08,0.28866725643455,3
4854,2.16396527158681e-29,0.44776711101451,3
4857,1.69761804352243e-08,-0.532362715163665,3
4882,7.94849508253997e-06,0.191505126408504,3
4897,2.98874641964024e-27,1.32349391130735,3
4904,0.00136063496256381,0.132622325922348,2
4925,3.1509202209064e-19,0.341668590054903,3
4939,2.34557149224671e-09,-1.28817699680821,3
4942,0.000156134907460419,-0.17537071457032,3
